Date,AAPL,AMZN,BRK.B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V
2023-10-02,52164500,48029700,,22288000,7259700,16265600,20570000,433298000,123810400,5175200
2023-10-03,49594600,51565000,,22989400,5740800,17362300,21033500,470850000,101985300,5585700
2023-10-04,53020300,44203900,,26752300,4955200,16880500,20720100,361821000,129721600,5430900
2023-10-05,48527900,39660600,,19832600,5993300,19130000,16965600,393483000,119159200,6126200
2023-10-06,57224100,46795900,,27583200,5801100,21784000,25645500,434436000,117947000,6401000
2023-10-09,42390800,38773700,,19278100,4414100,22503700,19891200,409675000,101377900,5372200
2023-10-10,43698000,42178600,,27786600,5273500,19038000,20557100,368582000,122656000,4644000
2023-10-11,47551100,40741800,,25884300,6922900,22036300,20063200,378137000,103706300,4760900
2023-10-12,56743100,55528600,,24765500,5792400,20530500,19313100,481325000,111508100,4472800
2023-10-13,51427100,45786600,,23420500,5359800,21341000,21072400,474115000,102073800,4966800
2023-10-16,52517000,42832900,,28501900,6408100,16536100,22158000,375099000,88917200,6227300
2023-10-17,57549400,49344600,,23515800,12244400,16387800,18338500,812333000,93562900,4527600
2023-10-18,54764400,42699500,,23375000,9097300,16851000,23153600,627294000,125147800,9528300
2023-10-19,59302900,60961400,,26066000,7733800,18709200,25052100,501233000,170772700,5927400
2023-10-20,64189300,56343300,,26315200,7206600,22287400,25012600,477266000,137734000,5748300
2023-10-23,55980100,48260000,,26317900,5874000,17796800,24374700,478530000,150683400,5071700
2023-10-24,43816600,46477400,,44814300,6155300,19525500,31153600,401463000,118231100,6844100
2023-10-25,57157000,74577500,,84366200,5880800,42192500,55053800,398379000,107065100,10365300
2023-10-26,70625300,100419500,,57061100,7612500,66684100,37828500,541001000,115112600,6414500
2023-10-27,58499100,125309300,,44566500,11385800,29596300,29856500,416784000,94881200,5540900
2023-10-30,51131000,72485500,,28940100,8205300,28435100,22828100,388028000,136448200,5170300
2023-10-31,44846000,51589400,,26292300,7576900,19434200,20265300,517969000,118068300,4828400
2023-11-01,56934900,61529400,,30082400,5733000,20434600,28158800,437593000,121661700,4996200
2023-11-02,77334800,52236700,,27124600,5349100,21631800,24348100,409172000,125987600,6286700
2023-11-03,79763700,44007200,,26380100,4925500,16754100,23624000,424610000,119281000,5029800
2023-11-06,63841300,44970400,,19052700,4851400,12887700,23828300,400733000,117335800,5254100
2023-11-07,70530000,53553500,,29757300,4840400,14055600,25833900,343165000,116900100,4219700
2023-11-08,49340300,44521700,,26425800,5460000,13609700,26767800,346719000,106584800,5117500
2023-11-09,53763500,36235400,,23747800,6973600,16103100,24847300,540496000,142110500,4866600
2023-11-10,66133400,49287800,,26913300,6930700,19096200,28042100,421245000,130994000,4094400
2023-11-13,43627500,35680600,,18324800,5889300,16908900,19986500,384136000,140447600,4088500
2023-11-14,60108400,56674600,,32395200,6713600,17179400,27683900,416954000,149771600,14092000
2023-11-15,53790500,63875700,,23861500,6729100,14531200,26860100,475497000,150354000,13258900
2023-11-16,54412900,49653500,,28013200,6875600,18932600,27182300,339756000,136816800,7051600
2023-11-17,50922700,49636700,,37240600,7023300,14494400,40157000,325205000,142532800,7238200
2023-11-20,46505100,41951200,,27815500,8851700,16960500,52465100,414120000,116320100,8604200
2023-11-21,38134500,71226000,,22635300,5916300,12027900,28423100,565747000,122288000,7213700
2023-11-22,39617700,45669100,,17813900,4633500,10702700,23345300,899420000,117950600,5701400
2023-11-24,24048300,22378400,,12514300,3351400,5467500,10176600,294645000,65125200,1640900
2023-11-27,40552600,53762400,,23436500,6449700,15684500,22179200,395662000,112031800,5478900
2023-11-28,38415400,42711700,,18730000,5909000,12637200,20453100,401491000,148549900,5234900
2023-11-29,43014200,40610900,,23967200,5190000,16024500,28963400,382005000,135401300,4955100
2023-11-30,48794400,65814000,,38988300,12481900,23146400,30554400,526247000,132353200,6874700
2023-12-01,45679300,39924600,,31431200,10342500,15264700,33020400,369317000,121173500,3939400
2023-12-04,43389500,48294200,,36669900,8920300,19037100,32063300,437543000,104099800,5247500
2023-12-05,66628400,46822400,,27384800,7268200,16952100,23065000,371718000,137971100,4199100
2023-12-06,41089700,39679000,,23576200,6642900,11294300,21182100,380590000,126436200,3874000
2023-12-07,47477700,52352800,,56767100,6532400,15905100,23118900,350823000,107142300,3589300
2023-12-08,53377300,41858000,,32233900,6253700,14077500,20144800,359224000,102980100,3732300
2023-12-11,60943700,50907300,,31138000,6090400,25802500,27708800,509728000,97913900,6479300
2023-12-12,52696900,44944300,,29032800,5324400,18485500,24838300,372387000,95328300,5946600
2023-12-13,70404200,52766200,,30104800,10764600,16353300,30955500,447792000,146286300,4859900
2023-12-14,66831600,58400800,,38722400,9240700,19607300,43277500,391232000,160829200,8168700
2023-12-15,128256700,110039100,,50815200,21712500,30001600,78478200,479948000,135720800,13373600
2023-12-18,55751900,62512800,,32258000,7231400,18993900,21802900,412587000,116416500,6041100
2023-12-19,40714100,43171300,,25476800,6651500,17729400,20603700,464444000,106737400,8731200
2023-12-20,52242800,50322100,,49107200,7008300,16369900,26316700,397894000,125097000,7240900
2023-12-21,46482500,36305700,,27488300,4598600,15289600,17708000,300425000,109594200,6246700
2023-12-22,37122800,29480100,,26514600,3798500,11764200,17091100,252507000,93249800,5111500
2023-12-26,28919300,25067200,,16780300,4170000,9898600,12673100,244200000,86892400,2085100
2023-12-27,48087700,31434700,,19628600,5288100,13207900,14905400,233648000,106494400,4034700
2023-12-28,34049900,27057000,,16045700,4377500,11798800,14327000,246587000,113619900,3020500
2023-12-29,42628800,39789000,,18727200,4311100,14980500,18723000,389293000,100615300,4074600
2024-01-02,82488700,47339400,,23711200,9622100,19042200,25258600,411254000,104654200,5471000
2024-01-03,58414500,49425500,,24212100,8232000,15451100,23083500,320896000,121082600,4148300
2024-01-04,71983600,56039800,,27137700,6766600,12099900,20901500,306535000,102629300,3843000
2024-01-05,62303300,45124800,,22506000,5602500,13920700,20987000,415039000,92379400,3748400
2024-01-08,59144500,46757100,,21404000,6569800,13890200,23134000,642510000,85166600,4659000
2024-01-09,42841800,43812600,,24759600,6357000,13463900,20830000,773100000,96705700,7055800
2024-01-10,46792900,44421800,,21320200,4945100,22117200,25514200,533796000,91628500,4355800
2024-01-11,49128400,49072700,,24008700,4946000,17205400,27850800,596759000,105873600,5599000
2024-01-12,40444700,40460300,,18768600,4496500,19295700,21645700,352994000,122889000,4656100
2024-01-16,65603000,41384600,,22670500,6923200,15306900,27202300,449580000,115355000,6196400
2024-01-17,47317400,34953400,,20968600,5072100,12724800,22234100,474394000,103164400,5118700
2024-01-18,78005800,37850200,,25746400,5368500,16354300,23392100,491650000,108595400,6694300
2024-01-19,68741000,51033700,,33300700,7055800,21470100,29272000,543501000,102095800,7224600
2024-01-22,60133900,43687500,,32200400,6824200,17680500,27016900,452955000,117952500,5984300
2024-01-23,42355600,37986000,,21636100,9149800,15506100,20525900,294654000,106605900,5883000
2024-01-24,53631300,48547300,,25233500,7247900,15698500,24867000,560271000,123369900,5021700
2024-01-25,54822100,43638600,,29149100,5478900,15091100,21021200,482777000,198076800,6894900
2024-01-26,44594000,51047400,,26115500,5591900,13163700,17803300,390309000,107343200,8586500
2024-01-29,47145600,45270400,,27784300,6483200,18742400,24510200,348733000,125013100,6574500
2024-01-30,55859400,45207400,,36331800,7200500,18614700,33477600,410735000,109982300,6549000
2024-01-31,55467800,50284400,,71910000,8256800,20180800,47871100,453795000,103221400,6139300
2024-02-01,64885400,76542400,,40466500,8012000,29727100,30657700,369146000,91843300,7065000
2024-02-02,102518000,117154900,,62470600,8295500,84615500,28245000,476578000,110505100,4848700
2024-02-05,69668800,55081300,,38505400,9121600,40832400,25352300,680078000,134294400,4899100
2024-02-06,43490800,42505500,,29128200,9229900,21655200,18382600,683111000,122676000,4400000
2024-02-07,53439000,47174100,,25208900,8690300,23066000,22340500,495575000,111535200,4785900
2024-02-08,40962000,42316500,,22563800,9755000,18815100,21225300,414422000,83034000,5833400
2024-02-09,45155200,56986000,,26829500,6529200,18413100,22032800,436637000,84476300,4618300
2024-02-12,41781900,51050400,,21564100,6701500,19382000,21202900,613710000,95498600,3676200
2024-02-13,56529500,56345100,,27837700,8621000,20916600,27824900,602580000,86759500,5493800
2024-02-14,54630500,42815500,,22704200,9098800,16858400,20401200,504917000,81203000,4218400
2024-02-15,65434500,49855200,,37590700,7462500,24212300,21825500,420122000,120831800,4834800
2024-02-16,49701400,48074600,,31451100,8540700,23306500,22281100,495327000,111173600,6630100
2024-02-20,53665600,41980300,,25144700,9501700,18015500,24307900,704833000,104545800,6157200
2024-02-21,41529700,44575600,,23315700,7473300,12977100,18631100,690298000,103844000,4771100
2024-02-22,52292200,55392400,,27191900,8065000,21625800,27009900,865100000,92739500,5100200
2024-02-23,45119700,59715200,,19493800,6726000,18374300,16295900,829388000,78841900,5107700
2024-02-26,40867400,44368600,,53641800,5465400,12101400,16193500,503973000,111747100,3856900
2024-02-27,54318900,31141700,,33099200,5078600,10809600,14835800,391705000,108645400,4145200
2024-02-28,48953900,28180500,,37328600,6071100,12715500,13183100,393110000,99806200,4358800
2024-02-29,136682600,53805400,,42133000,9849100,17732000,31947300,507289000,85907000,6633700
2024-03-01,73488000,31956200,,31119500,5668000,16273600,17800300,479135000,82099200,3955400
2024-03-04,81510100,37381500,,55999400,8532900,12324100,17596000,615616000,134334900,5920300
2024-03-05,95132400,37228300,,40194800,8298200,15325300,26919200,520639000,119660800,6227900
2024-03-06,68587700,32090900,,35318600,5773700,11757900,22344100,582520000,107920900,4535200
2024-03-07,71765100,34063300,,37738200,5188700,18586400,18718500,608119000,102129000,5668500
2024-03-08,76114600,37853500,,39343100,5283200,18575200,17971700,1142269000,85315300,3928800
2024-03-11,60139500,28484800,,32437800,4620800,20428300,16120800,678364000,85391500,4614000
2024-03-12,59825400,36610600,,27563400,8018700,15448200,22457000,668075000,87391700,7988700
2024-03-13,52488700,30772600,,23347200,6260000,12090700,17115900,635713000,106524500,5783800
2024-03-14,72913500,43705800,,42753400,6988300,12620000,34157300,602318000,126325700,5484500
2024-03-15,121664700,72115500,,49460600,13165500,29141700,45049800,642086000,96971900,9845000
2024-03-18,75604200,31250700,,69273700,6602300,11755300,20106000,668976000,108214400,4095600
2024-03-19,55215200,26880900,,24070400,7840600,10903100,19837900,672171000,77271400,6595200
2024-03-20,53423100,29947200,,21311500,5982300,11711100,17860100,479063000,83846700,6105000
2024-03-21,106181300,32824300,,24755600,5915800,9712500,21296200,480372000,73178000,5057600
2024-03-22,71106600,27964100,,29175700,7245400,8117000,17636500,586719000,75454700,8743000
2024-03-25,54288300,29815500,,19229300,7498100,8380600,18060500,552136000,74228600,8519200
2024-03-26,57388400,29659000,,22149100,6864100,11205400,16725600,513648000,113186200,8752400
2024-03-27,60273300,33272600,,22879200,8461600,9989700,16705000,586067000,81804000,5190700
2024-03-28,65672700,38051600,,24485400,6181500,15212800,21871200,435212000,77654800,5844400
2024-04-01,46240500,29174500,,31730800,4364700,9247000,16316000,452441000,81562100,5084000
2024-04-02,49329500,32611500,,24586000,6102300,11081000,17912000,433064000,116650600,6912300
2024-04-03,47691700,31046600,,24705000,8098200,12099200,16502300,370067000,82950100,4536600
2024-04-04,53704400,41624300,,34724700,6947400,26476300,19370900,434965000,123162000,4018600
2024-04-05,42055200,42335200,,23449300,6778100,19242000,16544300,399678000,141250700,4388100
2024-04-08,37425500,39221300,,20702000,5935400,13260600,14272400,283220000,104423300,5542400
2024-04-09,42451200,36546900,,31113000,6135600,10881400,12512300,503547000,103232700,7314300
2024-04-10,49709300,35879200,,22838600,6809500,11418500,16216600,431929000,84532400,5276000
2024-04-11,91070300,40020700,,27166400,8374400,10369500,17966400,431637000,94516000,8102300
2024-04-12,101593300,38554300,,25329200,7097500,11944900,19232100,426805000,64506600,9037900
2024-04-15,73531800,48052400,,27136500,8502300,13512900,20273500,443077000,100245300,10267500
2024-04-16,73711200,32891300,,20779500,12774900,9847900,16765600,370453000,97000000,8237100
2024-04-17,50901200,31359700,,21763100,9378100,12193700,15855500,495400000,82439700,5940900
2024-04-18,43122900,30723800,,19883000,9887700,14808700,21029900,447260000,96098800,8231800
2024-04-19,67772100,55950000,,32239100,9747700,25111000,30276500,875198000,86005100,7826200
2024-04-22,48116400,37924900,,26446200,10118700,17271100,20286900,596341000,107097600,6463700
2024-04-23,49537800,37046500,,21151600,10110400,15079200,15734500,438559000,124545100,6438000
2024-04-24,48251800,34185100,,22779100,9756300,37772700,15065300,512208000,181178000,8807200
2024-04-25,50558300,49249400,,57109700,7642700,82890700,40586500,424641000,126427500,8064600
2024-04-26,44838400,43919800,,64665300,6183000,32691400,29694700,551011000,109815700,6840600
2024-04-29,68169400,54063900,,45610000,6149600,21502600,19582100,388971000,243869700,4128600
2024-04-30,65934800,94639800,,33562900,8817700,18429500,28781400,363709000,127031800,6376400
2024-05-01,50383100,94645100,,33493200,14470900,20344900,23562500,559863000,92829700,6119900
2024-05-02,94214900,54303500,,24294500,8459800,15221300,17709400,377898000,89148000,5061700
2024-05-03,163224100,39172000,,34662400,6532700,16489100,17446700,398341000,75491500,3862000
2024-05-06,78569700,34725300,,21871300,5042800,15094600,16996600,376203000,84390300,3958700
2024-05-07,77305800,34048900,,28039700,7333500,13406800,20018200,437342000,75045900,6377100
2024-05-08,45057100,26136400,,19569100,7735100,11683900,11792300,325721000,79969500,9029700
2024-05-09,48983000,43368400,,15346700,6546200,9437700,14689700,378013000,65950300,8948800
2024-05-10,50759500,34141800,,29799900,5710600,10750000,13402300,335325000,72627200,8986400
2024-05-13,72044800,24898600,,31327600,5628500,14668800,15440200,289680000,67018900,10528400
2024-05-14,52393600,38698200,,25127100,8254200,10478600,15109300,296507000,86407400,18526100
2024-05-15,70400000,75459900,,26948400,5548000,13100500,22239500,417735000,79663000,21288400
2024-05-16,52845200,38834500,,27867900,7591000,16608200,17530100,323952000,59812200,10341500
2024-05-17,41282900,33175700,,24479300,6521800,10807300,15352200,359691000,77445800,6177800
2024-05-20,44361300,30511800,,22554400,7742300,11745100,16272100,318764000,61727400,5460900
2024-05-21,42309400,50839100,,16989400,5492400,11742200,21453300,328946000,115266500,6578200
2024-05-22,34648500,28148800,,17880000,6609800,10078600,18073700,548648000,88313500,4202500
2024-05-23,51005900,33670200,,21024900,8000400,11747900,17211700,835065000,71975500,6115900
2024-05-24,36294600,27434100,,16572500,9517000,12012300,11845800,429494000,65479700,4339700
2024-05-28,52280100,29927000,,20572200,10499800,10175800,15718000,652728000,59736600,6212100
2024-05-29,53068000,32009300,,23388700,8263800,9226200,15517100,557442000,54782600,5469700
2024-05-30,49947900,29249200,,22958700,8491100,10735200,28424800,487350000,77784800,4903100
2024-05-31,75158300,58903900,,37638900,14621200,16919800,47995300,613263000,67314600,8910000
2024-06-03,50080500,30786600,,27459100,7329200,11279400,17484700,438392000,68568900,4838800
2024-06-04,47471400,27198400,,26879600,8876400,7088700,14348900,403324000,60056300,4188500
2024-06-05,54156800,32116400,,22068500,5891300,15690500,16988000,528402000,57953800,5368700
2024-06-06,41181800,31371200,,23251000,5016300,10667300,14861300,664696000,69887000,4862400
2024-06-07,53103900,28021500,,19661400,5111600,9380700,13621700,412386000,56244900,4515600
2024-06-10,97262100,34494500,,23779200,5751300,11236900,14003000,314162700,50869700,5213800
2024-06-11,172373300,27265100,,21540600,5661200,9673700,14551100,222551200,64761900,6244600
2024-06-12,198134300,33984200,,27864700,6180500,11983200,22366200,299595000,90389400,7536600
2024-06-13,97862700,39721500,,20913300,6840400,9954600,15960600,260704500,118984100,7361200
2024-06-14,70122700,25456400,,18063600,4075300,10243300,13582000,309320400,82038200,8537300
2024-06-17,93728300,35601900,,19618500,6666600,11266600,20790000,288504400,109786100,9258200
2024-06-18,79943300,36659200,,21869900,6156600,13060400,17112500,294335100,68982300,6707500
2024-06-20,86172500,44726800,,20160100,8749700,11801200,19877400,517768400,55893100,10164400
2024-06-21,246421400,72931800,,58582700,15176900,23130700,34486200,655484700,63029500,14790200
2024-06-24,80727000,50610400,,18298000,6914700,13525300,15913700,476060900,61992100,24149600
2024-06-25,56713900,45898500,,23235600,6620300,12109800,16747500,425787500,63678300,19897700
2024-06-26,66213200,65103900,,19839000,5267800,8882300,16507000,362975900,95737100,12172000
2024-06-27,49772700,74397500,,18848900,5739200,10121200,14806300,252571700,72746500,10529100
2024-06-28,82542700,76930200,,29156600,10495700,15855100,28362300,315516700,95438100,13957300
2024-07-01,60402900,41192000,,16006100,5144400,10328200,17662800,284885500,135691400,7955800
2024-07-02,58046200,45600000,,17372500,5492000,7739500,13979800,218374000,205047900,8697800
2024-07-03,37369800,31597900,,10242100,3246200,6005600,9932800,215749000,166561500,5017800
2024-07-05,60412400,39858900,,20967500,4888500,21354100,16000300,214176700,154501200,7986400
2024-07-08,59085900,34767300,,21035900,5260200,14917500,12962300,237677300,157219600,8561100
2024-07-09,48076100,32700100,,15121400,5890400,8753200,17207200,285366600,160210900,6431300
2024-07-10,62627700,32883800,,15952500,6093200,10983300,18196100,248978600,128519400,9635500
2024-07-11,64710600,44565000,,25625800,6350400,16458300,23111200,374782700,221707300,8803600
2024-07-12,53046500,30598500,,22898400,5336400,19750500,16324300,252680500,155955800,6627800
2024-07-15,62631300,40683200,,16474000,6711400,12539200,14429400,208326200,146912900,6845200
2024-07-16,43234300,33994700,,18290700,6469600,14075800,17175700,214769500,126332500,7869900
2024-07-17,57345900,48076100,,20734100,13801400,28076600,21778000,390086200,115584800,5324700
2024-07-18,66034600,51043600,,25315700,10166200,19267200,20794800,320979500,110869000,5550800
2024-07-19,49151500,43081800,,18881900,7398000,15149400,20940400,217223800,87403900,6839900
2024-07-22,48201800,39931900,,24100300,6840600,12023100,15808800,258068900,101225400,5313600
2024-07-23,39960300,47537700,,36352700,6261900,9455500,13107100,173911000,111928200,8109200
2024-07-24,61777600,41532400,,49585200,7168200,17649700,26805800,327776900,167942900,13065900
2024-07-25,51391200,44464200,,44852000,10019600,18240500,29943800,460067000,100636500,8573300
2024-07-26,41601300,29506000,,41336900,8356900,14222400,23583800,293399100,94604100,7062200
2024-07-29,36311800,33270100,,20293800,5625000,11339600,15125800,248152100,129201800,6068100
2024-07-30,41643800,39508600,,18959700,6545700,11390400,32687600,486833300,100560300,5941800
2024-07-31,50036300,41667300,,25729100,8293200,24285800,42891400,473174200,67497000,7642500
2024-08-01,62501000,70435600,,24531400,7213400,43083100,30296400,523462300,83861900,7269700
2024-08-02,105568600,141448400,,29130100,11280400,24044700,29437900,482027500,82880100,7017900
2024-08-05,119548600,83149400,,53630700,12032200,21396200,40709200,552842400,100308800,9631300
2024-08-06,69660500,59950800,,49004600,7607100,20955000,24946500,409012100,73783900,21586800
2024-08-07,63516400,48408200,,25138600,5993000,20105300,20650900,411440400,71159800,12908600
2024-08-08,47161100,44616200,,25578800,5094800,16156800,20203000,391910000,65033900,8223700
2024-08-09,42201600,36401000,,28602300,4579200,13696600,19276700,290844200,58648300,7228100
2024-08-12,38028100,30072800,,15895300,7605400,9767400,16762900,325559900,64044900,26769400
2024-08-13,44155300,39237900,,18551700,9711400,13743800,19414300,312646700,76247400,12005700
2024-08-14,41960600,28843800,,40591100,5141200,11444200,18267000,339246400,70250000,8552300
2024-08-15,46414000,51698500,,31524300,7237800,13482100,20752100,318086700,89848500,7397800
2024-08-16,44340200,31489200,,24208600,5012800,14776700,22775600,302589900,88765100,5111100
2024-08-19,40687800,31129800,,22416200,4408400,9879700,15234000,318333600,76435200,6555900
2024-08-20,30299000,26255200,,18341500,7275100,7944400,16387600,300087400,74001200,6803600
2024-08-21,34765500,35599100,,22902000,5019400,13423300,16067300,257883600,70146000,6639700
2024-08-22,43695300,32047500,,22493300,6552100,15708300,19361900,376189100,79514500,4425200
2024-08-23,38677300,29150100,,13955700,7093400,11323900,18493800,323230300,81525200,3697400
2024-08-26,30602200,22366200,,14190400,6870600,9584000,13152800,331964700,59301200,4612200
2024-08-27,35934600,29842000,,11821900,4388700,6282700,13492900,303134600,62821400,6594100
2024-08-28,38052200,29045000,,16407400,5187000,9106100,14882700,448101100,64116400,5455100
2024-08-29,51906300,26407800,,19699800,7390100,8317400,17045200,453023300,62308800,5565100
2024-08-30,52990800,43429400,,22123800,7971000,9157500,24308300,333751600,63370600,6296100
2024-09-03,50190600,37817500,,38945300,6956500,12459100,20313600,477155100,76714200,7278300
2024-09-04,43840200,30309200,,19353800,6939100,8335200,15135800,372470300,80651800,6107500
2024-09-05,36615400,40170500,,18688700,4600400,8640900,14195500,306850700,119355000,6447400
2024-09-06,48423000,41466500,,37912100,6016900,14744500,19609500,413638100,112177000,7187700
2024-09-09,67180000,29037400,,39260500,7538200,11047800,15295100,273912000,67443500,10933900
2024-09-10,51591000,36233800,,31118800,6559600,9899000,19594300,268283700,78891100,5314400
2024-09-11,44587100,42564700,,29607700,5920200,10782500,19266900,441422400,83548600,6281800
2024-09-12,37498200,33622500,,29695000,4540900,11993300,17418800,367100500,72020000,4161200
2024-09-13,36766600,26495400,,29591200,3693400,10321400,15874600,238358300,59515100,4987600
2024-09-16,59357400,26065500,,18379800,5187800,9527600,13834700,248772300,54323000,4458900
2024-09-17,45519300,26091700,,20715600,5066500,11690800,18874200,231925900,66761600,5135700
2024-09-18,59894900,34448100,,23677300,4722800,10323500,18898000,310318900,78010200,5890000
2024-09-19,66781300,39543200,,26587700,4956100,15647000,21706600,293506400,102694600,10382100
2024-09-20,318679900,100378600,,40896400,11839000,22066800,55167100,382462400,99879100,27810900
2024-09-23,54146000,36993100,,24150900,4671600,12830700,15128900,206228500,86927200,6505600
2024-09-24,43556100,43478900,,23332100,6041600,12993000,17015800,354966800,88491000,13690200
2024-09-25,42308700,26391100,,18869200,5420000,16543400,13396400,284692900,65034300,11671300
2024-09-26,36636700,36334900,,20319300,6122000,14400800,14492000,302582900,67142200,9552500
2024-09-27,34026000,36002300,,21101300,7553800,9398400,14896100,271009200,70988100,6509600
2024-09-30,54541900,41583900,,20413900,6010000,12792300,16807300,226553700,80705700,5969900
2024-10-01,63285000,36044900,,28338100,4408000,15259300,19092900,302094500,87397600,5781600
2024-10-02,32880600,23704100,,17760200,4684400,6524700,16582300,221845900,93983900,4741600
2024-10-03,34044200,30204300,,15073100,4791200,11581000,13686400,277118000,80729200,3036700
2024-10-04,37245100,40890300,,19047400,5331100,14169500,19169700,243678100,86573200,4259300
2024-10-07,39505400,42364200,,22463100,4266000,12014200,20919800,346250200,68113300,4339300
2024-10-08,31855700,26372100,,23072700,4766300,7857400,19229300,285722500,56303200,4370900
2024-10-09,33591100,26343100,,31181800,6047200,9529700,14974300,246191600,66289500,4115800
2024-10-10,28183500,27785000,,14144100,4793900,7740400,13848400,242311300,83087100,4063900
2024-10-11,31759200,25751600,,15344300,5253500,8587100,14144900,170209500,142628900,4746300
2024-10-14,39882100,22614400,,19016100,5964000,8252000,16653100,232347700,86291900,3996600
2024-10-15,64751400,32178900,,20247200,10548000,9564200,18900200,377831000,62988800,5807000
2024-10-16,34082200,23456800,,16406000,5982100,11268400,15508900,264879700,49632800,9442700
2024-10-17,32993800,25039400,,21453400,4798000,8701200,14820000,306435900,50791800,8815800
2024-10-18,46431500,37417700,,19757700,5908000,7694300,17145300,176090200,49611900,5350900
2024-10-21,36254500,24639400,,20946500,6082700,8171900,14206100,264554500,47329000,6313100
2024-10-22,38846600,29650600,,16568100,5680300,8544500,25482200,226311600,43268700,5736500
2024-10-23,52287000,31937100,,18280500,7441600,14248400,19654400,285930000,80938900,5249300
2024-10-24,31109500,21647400,,22412500,5386300,7184700,13581600,172354900,204491900,4679900
2024-10-25,38802300,29362100,,19828900,6400400,11337900,16899100,205122100,161611900,4464600
2024-10-28,36087100,27930800,,32138600,4842500,10925100,14882400,173586700,107653600,4306200
2024-10-29,35417200,35690200,,42169000,5216900,13019100,17644100,157593600,80521800,7534800
2024-10-30,47070900,37707600,,68890800,5820500,26864900,29749100,179418100,53993600,9606800
2024-10-31,64370100,75146800,,44769000,8613900,26838400,53971000,270039600,66575300,7950200
2024-11-01,65276700,99687800,,31796500,5256400,15303200,24230400,207127800,57544800,5470700
2024-11-04,44944500,38492100,,21492700,4644000,12064600,19672300,187528200,68802400,4281600
2024-11-05,28111300,30564800,,18242100,6547100,9775400,17626000,160537400,69282500,3753700
2024-11-06,54561100,72292200,,33695500,8926600,18305400,26681800,242043900,165228700,10320500
2024-11-07,42137700,52878400,,25352900,7522800,14653700,19901800,207323300,117309200,6237300
2024-11-08,38328800,36075800,,22006200,8926100,9415700,16891400,175665800,204782800,6240600
2024-11-11,42005600,35456000,,17450400,7146800,10209100,24503300,182325600,210521600,4674100
2024-11-12,40398300,38942900,,25134900,7181400,16287700,19401200,198634700,155726000,4616400
2024-11-13,48566200,46212900,,23184000,7161900,10757600,21502200,191903300,125405600,4046400
2024-11-14,44923900,42620300,,31007500,7716400,11053700,30246900,194463300,120726100,4415800
2024-11-15,47923700,86591100,,32504600,11328500,17712900,28247600,250132900,114440300,5106300
2024-11-18,44686000,36512500,,20206600,7514200,14346700,24742000,221866000,126547500,4585600
2024-11-19,36211800,31197900,,23434900,8233700,9522400,18133500,227834900,88852500,4885500
2024-11-20,35169600,32769000,,18997100,9061300,9797300,19191700,309871700,66340700,6349900
2024-11-21,42108300,58800000,,59734400,10141100,11154700,20780200,400946600,58011700,5757100
2024-11-22,38168300,31530800,,38604600,8266000,9164000,24814600,236406200,89140700,5919200
2024-11-25,90152800,40685700,,33135300,12256200,13599800,27691100,344941900,95890900,14189300
2024-11-26,45986200,41673700,,20486700,5683500,10356600,23458900,190287700,62295900,7071500
2024-11-27,33498400,28061600,,19266500,4140400,7200200,18332400,226370900,57896400,5204300
2024-11-29,28481400,24892400,,14257200,5687800,7130500,16271900,141863200,37167600,3853300
2024-12-02,48137100,39523200,,23789100,6946500,12522400,20207200,171682800,77986500,5597500
2024-12-03,38861000,32214800,,22248700,8674400,14907200,18302000,164414000,58267200,5009900
2024-12-04,44383900,48745700,,31615100,10333100,14697000,26009400,231224300,50810900,5981800
2024-12-05,40033900,41140200,,21356200,7898100,8081200,21697800,172621200,81403600,5200100
2024-12-06,36870600,44178100,,21462400,8389600,16935500,18821000,188505600,81455800,4302700
2024-12-09,44649200,46819400,,25389600,8410300,11426000,19144400,189308600,96359200,5785300
2024-12-10,36914800,31199900,,54813000,9398700,10938900,18469500,210020900,97563600,4539500
2024-12-11,45205800,35385800,,67894100,13446700,10837200,19200200,184905200,104287600,4321800
2024-12-12,32777500,28204100,,34817500,6176300,7474700,20834800,159211400,87752200,3218500
2024-12-13,33155300,28768100,,25143500,8324900,8453300,20177800,231514900,89000200,4682200
2024-12-16,51694800,37552100,,44934900,8732400,10885600,23598800,237951100,114083800,6562500
2024-12-17,51356400,35948100,,43504000,10343000,12897800,22733500,259410300,131223000,8843900
2024-12-18,56774100,43281400,,34166100,9336100,17075500,24444500,277444500,149340800,10479200
2024-12-19,60882300,39918700,,32265200,9516700,14958100,22963700,209719200,118566100,8317100
2024-12-20,147495300,88279200,,63462900,17702800,48989400,64263700,306528600,132216200,24387000
2024-12-23,40858800,28070000,,25675000,8720800,10205800,19152500,176053500,72698100,7984600
2024-12-24,23234700,15007500,,10403300,3164100,4726100,7164500,105157000,59551800,2684100
2024-12-26,27237100,16146700,,12046600,4656300,6081400,8194200,116205600,76366400,2856000
2024-12-27,42355300,27367100,,18891400,5588300,8084200,18117700,170582600,82666800,3489200
2024-12-30,35557500,28321200,,14264700,6268700,7025900,13158700,167734700,64941000,3478500
2024-12-31,39480700,24819700,,17466900,5811400,6019500,13246500,155659200,76825100,3963800
2025-01-02,55740700,33956600,,20370800,6051300,12682300,16896500,198247200,109710700,5369500
2025-01-03,40244100,27515600,,18596200,5878800,11436800,16662900,229322500,95423300,4271300
